mode_main,distance,main_reason,week_day,age,education,female,license,main_activity,cars,temp,precip,wind
pt,0.445547,taking_bringing_persons,2,35-44,higher,1,1,employee,1,15.9,2.4,1.7
car,0.695169,commuting,2,"less than 18",lower,1,0,student,0,15.9,2.4,1.7
car,0.599993,other,2,"less than 18",lower,1,0,student,0,15.9,2.4,1.7
car,0.445547,other,2,"less than 18",lower,1,0,student,0,15.9,2.4,1.7
pt,0.695169,taking_bringing_persons,2,35-44,middle,0,1,employee,1,15.9,2.4,1.7
pt,18.3528,commuting,2,35-44,middle,0,1,employee,1,15.9,2.4,1.7
pt,18.1819,commuting,2,35-44,middle,0,1,employee,1,15.9,2.4,1.7
pt,3.76067,commuting,2,35-44,higher,1,1,employee,1,15.9,2.4,1.7
pt,3.3853,commuting,2,35-44,higher,1,1,employee,1,15.9,2.4,1.7
pt,10.9983,other,2,35-44,higher,1,1,employee,1,15.9,2.4,1.7
pt,10.6981,other,2,35-44,higher,1,1,employee,1,15.9,2.4,1.7
pt,9.15314,commuting,2,45-54,lower,0,1,employee,0,15.9,2.4,1.7
car,0.695169,commuting,2,"less than 18",lower,0,0,student,0,15.9,2.4,1.7
car,10.9983,other,2,"less than 18",lower,0,0,student,0,15.9,2.4,1.7
car,10.6981,other,2,"less than 18",lower,0,0,student,0,15.9,2.4,1.7
pt,2.69487,other,1,35-44,higher,1,1,employee,1,16.2,0,3.1
pt,10.5816,commuting,1,35-44,higher,1,1,employee,1,16.2,0,3.1
pt,3.95232,commuting,1,35-44,higher,0,1,employee,1,16.2,0,3.1
walk,0.147798,taking_bringing_persons,3,45-54,middle,1,0,employee,1,19.1,0,1.9
pt,11.9354,commuting,3,45-54,middle,1,0,employee,1,19.1,0,1.9
pt,11.7995,commuting,3,45-54,middle,1,0,employee,1,19.1,0,1.9
pt,9.67237,commuting,3,18-24,lower,0,0,student,0,19.1,0,1.9
car,0.147798,commuting,3,"less than 18",lower,0,0,student,1,19.1,0,1.9
pt,24.262,other,1,35-44,middle,1,1,employee,1,16.2,0,3.1
pt,1.03311,commuting,1,35-44,middle,1,1,employee,1,16.2,0,3.1
pt,24.6054,taking_bringing_persons,1,35-44,middle,1,1,employee,1,16.2,0,3.1
pt,14.4078,other,1,35-44,middle,1,1,employee,1,16.2,0,3.1
pt,15.5604,other,1,35-44,middle,1,1,employee,1,16.2,0,3.1
pt,1.1843,taking_bringing_persons,1,25-34,lower,0,1,employee,1,16.2,0,3.1
car,1.1843,commuting,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
car,14.4078,other,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
car,15.5604,other,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
pt,9.22905,commuting,4,35-44,higher,0,1,employee,1,18.7,0,2.5
pt,9.53452,commuting,4,25-34,higher,1,1,employee,1,18.7,0,2.5
moto,26.0028,commuting,4,25-34,higher,0,1,employee,1,18.7,0,2.5
walk,0.934505,taking_bringing_persons,2,35-44,higher,1,1,other,0,18.8,0.2,1.1
pt,19.2761,commuting,2,45-54,higher,0,1,employee,1,18.8,0.2,1.1
pt,14.6004,commuting,3,35-44,middle,0,1,employee,1,15,3.5,1.7
pt,12.8251,commuting,2,25-34,middle,1,1,student,1,18.8,0.2,1.1
pt,2.69797,personal_errants,2,25-34,middle,1,1,student,1,18.8,0.2,1.1
pt,4.55158,other,2,25-34,middle,1,1,student,1,18.8,0.2,1.1
pt,11.8193,other,2,25-34,middle,1,1,student,1,18.8,0.2,1.1
pt,3.31555,shopping,4,45-54,lower,1,0,retired/pensioner,0,14.4,0,1.9
pt,3.31555,shopping,4,55-64,higher,0,0,unemployed,0,14.4,0,1.9
car,77.0325,other,4,25-34,lower,0,0,unemployed,1,14.4,0,1.9
walk,0.29315,taking_bringing_persons,4,18-24,lower,1,0,unemployed,0,14.4,0,1.9
walk,0.29315,personal_errants,4,18-24,lower,1,0,unemployed,0,14.4,0,1.9
walk,0.29315,commuting,4,"less than 18",lower,1,0,student,0,14.4,0,1.9
pt,2.98281,personal_errants,2,25-34,middle,1,1,employee,1,18.8,0.2,1.1
pt,46.5024,commuting,2,25-34,middle,1,1,employee,1,18.8,0.2,1.1
pt,47.0858,commuting,2,25-34,middle,1,1,employee,1,18.8,0.2,1.1
pt,12.5943,commuting,2,25-34,higher,0,1,employee,1,18.8,0.2,1.1
pt,14.4328,commuting,4,25-34,higher,1,1,employee,0,20,0,1.1
pt,2.61773,other,4,25-34,higher,1,1,employee,0,20,0,1.1
pt,12.7517,other,4,25-34,higher,1,1,employee,0,20,0,1.1
pt,25.9493,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,2.65546,other,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,23.8811,other,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,22.0048,commuting,4,35-44,higher,1,1,employee,1,18.7,0,2.5
pt,11.205,commuting,4,35-44,middle,0,1,employee,1,18.7,0,2.5
pt,14.2344,commuting,4,35-44,higher,0,1,employee,1,18.7,0,2.5
pt,6.24104,commuting,4,55-64,middle,1,1,employee,0,18.7,0,2.5
pt,14.6347,commuting,4,35-44,higher,1,1,employee,1,18.7,0,2.5
pt,0.9697,taking_bringing_persons,3,35-44,higher,0,1,employee,1,19.1,0,1.9
pt,6.18195,commuting,3,35-44,higher,0,1,employee,1,19.1,0,1.9
pt,7.10081,commuting,3,35-44,higher,0,1,employee,1,19.1,0,1.9
pt,9.63225,commuting,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,0.9697,taking_bringing_persons,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,2.11986,other,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,3.01473,other,3,35-44,middle,1,1,employee,1,19.1,0,1.9
car,0.9697,commuting,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
car,2.11986,other,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
car,3.01473,other,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
pt,22.4679,commuting,3,35-44,higher,0,1,employee,1,19.1,0,1.9
walk,1.34345,commuting,4,"less than 18",middle,1,0,student,0,14.4,0,1.9
pt,7.33221,commuting,4,55-64,middle,0,1,employee,1,14.4,0,1.9
pt,5.72228,commuting,4,18-24,middle,1,0,student,0,14.4,0,1.9
pt,7.33221,commuting,4,45-54,middle,1,1,employee,1,14.4,0,1.9
walk,0.821019,commuting,4,55-64,middle,1,1,employee,0,14.4,0,1.9
pt,31.6662,commuting,4,55-64,lower,0,1,employee,1,14.4,0,1.9
pt,9.14809,commuting,3,45-54,higher,1,0,employee,0,19.1,0,1.9
pt,3.81961,commuting,3,35-44,higher,0,1,employee,1,19.1,0,1.9
pt,8.12624,commuting,3,45-54,higher,0,1,employee,1,15,3.5,1.7
pt,1.8498,taking_bringing_persons,3,35-44,middle,1,1,employee,1,15,3.5,1.7
pt,7.65427,commuting,3,35-44,middle,1,1,employee,1,15,3.5,1.7
pt,7.65427,taking_bringing_persons,3,35-44,middle,1,1,employee,1,15,3.5,1.7
car,1.8498,commuting,3,"less than 18",lower,1,0,student,1,15,3.5,1.7
pt,0.891634,taking_bringing_persons,1,35-44,higher,1,1,employee,1,17.6,13.5,1.4
pt,0.891634,taking_bringing_persons,1,35-44,higher,0,1,employee,1,17.6,13.5,1.4
pt,7.72375,commuting,1,35-44,higher,0,1,employee,1,17.6,13.5,1.4
pt,7.8515,commuting,1,35-44,higher,0,1,employee,1,17.6,13.5,1.4
car,0.891634,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
car,0.891634,commuting,1,"less than 18",lower,0,0,student,1,17.6,13.5,1.4
car,0.891634,commuting,1,"less than 18",lower,1,0,student,1,17.6,13.5,1.4
pt,19.4062,commuting,1,35-44,middle,0,1,employee,1,14.9,0,1.7
walk,0.835881,taking_bringing_persons,1,35-44,higher,1,1,unemployed,0,14.9,0,1.7
walk,1.50724,other,1,35-44,higher,1,1,unemployed,0,14.9,0,1.7
walk,1.60937,taking_bringing_persons,1,35-44,higher,1,1,unemployed,0,14.9,0,1.7
pt,6.90136,commuting,1,35-44,middle,0,1,employee,0,14.9,0,1.7
walk,0.835881,commuting,1,"less than 18",lower,1,0,student,0,14.9,0,1.7
pt,19.7951,taking_bringing_persons,1,35-44,higher,1,1,employee,1,14.9,0,1.7
pt,2.13493,commuting,1,35-44,higher,1,1,employee,1,14.9,0,1.7
pt,2.13493,taking_bringing_persons,1,35-44,higher,1,1,employee,1,14.9,0,1.7
pt,21.7019,commuting,1,35-44,lower,0,1,employee,1,14.9,0,1.7
pt,1.90757,commuting,1,35-44,higher,1,1,employee,1,14.9,0,1.7
moto,9.58339,commuting,1,35-44,higher,0,1,employee,1,14.9,0,1.7
pt,447.669,other,1,55-64,lower,0,1,employee,1,14.9,0,1.7
car,0.500926,taking_bringing_persons,1,25-34,lower,1,0,unemployed,1,14.9,0,1.7
car,19.0588,other,1,25-34,lower,1,0,unemployed,0,14.9,0,1.7
car,19.0588,taking_bringing_persons,1,25-34,lower,1,0,unemployed,0,14.9,0,1.7
car,0.500926,taking_bringing_persons,1,25-34,lower,1,0,unemployed,0,14.9,0,1.7
pt,0.500926,taking_bringing_persons,1,25-34,lower,0,1,unemployed,1,14.9,0,1.7
pt,19.0588,personal_errants,1,25-34,lower,0,1,unemployed,1,14.9,0,1.7
pt,19.0588,taking_bringing_persons,1,25-34,lower,0,1,unemployed,1,14.9,0,1.7
car,7.37381,commuting,1,"less than 18",lower,1,0,student,0,14.9,0,1.7
car,0.500926,commuting,1,"less than 18",lower,1,0,student,0,14.9,0,1.7
car,0.500926,commuting,1,"less than 18",lower,0,0,student,0,14.9,0,1.7
walk,0.373257,taking_bringing_persons,1,45-54,lower,1,0,unemployed,0,17.6,13.5,1.4
pt,1.77438,shopping,1,45-54,lower,1,0,unemployed,0,17.6,13.5,1.4
walk,0.373257,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
pt,11.3754,commuting,1,35-44,higher,1,1,employee,1,14.9,0,1.7
pt,13.7289,commuting,4,45-54,middle,1,1,employee,1,17.8,0,0
pt,2.30176,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
car,2.30176,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
pt,2.30176,commuting,4,"less than 18",lower,1,0,student,0,17.8,0,0
car,2.30176,commuting,4,"less than 18",lower,1,0,student,0,17.8,0,0
pt,9.31361,commuting,3,35-44,higher,1,1,employee,1,15,3.5,1.7
pt,7.07963,commuting,3,35-44,higher,0,1,employee,1,15,3.5,1.7
walk,0.186255,commuting,3,"less than 18",lower,1,0,student,0,15,3.5,1.7
walk,0.186255,commuting,3,"less than 18",lower,0,0,student,0,15,3.5,1.7
pt,0.58286,taking_bringing_persons,4,35-44,middle,1,1,employee,1,18.7,0,2.5
pt,19.076,commuting,4,35-44,middle,1,1,employee,1,18.7,0,2.5
pt,18.6097,commuting,4,35-44,middle,1,1,employee,1,18.7,0,2.5
moto,6.92509,commuting,4,35-44,middle,0,1,employee,1,18.7,0,2.5
car,0.58286,commuting,4,"less than 18",lower,1,0,student,0,18.7,0,2.5
walk,0.314526,shopping,3,55-64,lower,1,0,employee,0,19.1,0,1.9
pt,8.57548,commuting,3,55-64,lower,1,0,employee,0,19.1,0,1.9
pt,9.28462,commuting,3,18-24,lower,0,0,employee,0,19.1,0,1.9
pt,7.21944,taking_bringing_persons,4,35-44,lower,0,1,employee,1,18.7,0,2.5
pt,7.21944,taking_bringing_persons,4,35-44,higher,1,1,employee,1,18.7,0,2.5
pt,20.7795,commuting,4,35-44,higher,1,1,employee,1,18.7,0,2.5
car,7.21944,commuting,4,"less than 18",lower,1,0,student,0,18.7,0,2.5
car,7.21944,commuting,4,"less than 18",lower,0,0,student,0,18.7,0,2.5
pt,2.82686,commuting,4,55-64,higher,1,1,employee,1,18.7,0,2.5
pt,47.5404,commuting,4,25-34,middle,0,1,employee,1,18.7,0,2.5
car,5.71378,commuting,1,25-34,higher,1,1,employee,1,16.2,0,3.1
pt,3.12207,other,1,25-34,higher,1,1,employee,1,16.2,0,3.1
moto,12.5428,commuting,1,25-34,lower,0,1,employee,0,16.2,0,3.1
pt,123.826,other,1,25-34,lower,0,1,employee,1,16.2,0,3.1
pt,9.86051,commuting,1,45-54,lower,0,1,employee,1,16.2,0,3.1
pt,28.1423,commuting,1,35-44,lower,1,0,employee,0,16.2,0,3.1
pt,2.40565,other,4,65-74,lower,1,0,retired/pensioner,0,18.7,0,2.5
pt,6.37046,taking_bringing_persons,1,35-44,lower,1,0,"family caregiver",0,17.6,13.5,1.4
pt,6.37046,personal_errants,1,35-44,lower,1,0,"family caregiver",0,17.6,13.5,1.4
pt,6.37356,taking_bringing_persons,1,35-44,lower,1,0,"family caregiver",0,17.6,13.5,1.4
walk,0.350589,personal_errants,1,35-44,lower,1,0,"family caregiver",0,17.6,13.5,1.4
walk,0.350589,taking_bringing_persons,1,35-44,lower,1,0,"family caregiver",0,17.6,13.5,1.4
pt,10.6542,commuting,1,45-54,lower,0,0,employee,0,17.6,13.5,1.4
pt,6.37046,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
pt,6.37356,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
walk,0.350589,commuting,1,"less than 18",lower,0,0,student,0,17.6,13.5,1.4
pt,8.82126,taking_bringing_persons,3,35-44,lower,1,1,employee,1,19.1,0,1.9
pt,8.82126,personal_errants,3,35-44,lower,1,1,employee,1,19.1,0,1.9
pt,19.3215,commuting,3,35-44,lower,1,1,employee,1,19.1,0,1.9
pt,9.79344,commuting,3,18-24,lower,0,0,student,0,19.1,0,1.9
pt,2.9535,personal_errants,3,18-24,lower,0,0,student,0,19.1,0,1.9
pt,6.86127,personal_errants,3,18-24,lower,0,0,student,0,19.1,0,1.9
car,8.82126,commuting,3,"less than 18",lower,0,0,student,0,19.1,0,1.9
pt,19.1102,commuting,4,45-54,middle,0,1,employee,1,18.7,0,2.5
pt,14.5641,commuting,1,18-24,lower,1,0,student,0,16.2,0,3.1
pt,20.0705,commuting,1,45-54,higher,1,1,employee,1,16.2,0,3.1
pt,0.947402,shopping,1,45-54,higher,1,1,employee,1,16.2,0,3.1
pt,5.87968,commuting,1,45-54,lower,0,1,employee,1,16.2,0,3.1
car,6.96875,commuting,1,"less than 18",lower,1,0,student,0,16.2,0,3.1
car,8.43653,commuting,3,45-54,higher,0,1,employee,1,18.4,0,2.2
pt,1.44807,taking_bringing_persons,3,45-54,higher,1,1,employee,1,18.4,0,2.2
pt,8.6233,commuting,3,45-54,higher,1,1,employee,1,18.4,0,2.2
pt,8.6233,personal_errants,3,45-54,higher,1,1,employee,1,18.4,0,2.2
car,1.44807,commuting,3,"less than 18",lower,1,0,student,0,18.4,0,2.2
pt,10.8917,commuting,2,25-34,lower,0,1,employee,1,18.8,0.2,1.1
pt,10.206,commuting,2,25-34,lower,1,1,employee,1,18.8,0.2,1.1
pt,17.4985,commuting,1,35-44,higher,0,1,employee,1,14.9,0,1.7
walk,0.310434,taking_bringing_persons,1,35-44,higher,1,1,employee,1,14.9,0,1.7
pt,22.8176,commuting,1,35-44,higher,1,1,employee,1,14.9,0,1.7
walk,0.310434,commuting,1,"less than 18",lower,1,0,student,0,14.9,0,1.7
pt,12.445,taking_bringing_persons,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,27.1704,commuting,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,28.1005,personal_errants,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,11.0543,taking_bringing_persons,3,35-44,middle,1,1,employee,1,19.1,0,1.9
pt,11.0543,taking_bringing_persons,3,35-44,middle,0,1,employee,1,19.1,0,1.9
pt,9.32459,commuting,3,35-44,middle,0,1,employee,1,19.1,0,1.9
pt,13.7076,commuting,3,35-44,middle,0,1,employee,1,19.1,0,1.9
car,12.445,personal_errants,3,"less than 18",lower,1,0,student,1,19.1,0,1.9
pt,2.0511,commuting,3,"less than 18",lower,1,0,student,0,19.1,0,1.9
pt,2.0511,personal_errants,3,"less than 18",lower,1,0,student,0,19.1,0,1.9
walk,1.42057,personal_errants,3,"less than 18",lower,1,0,student,0,19.1,0,1.9
car,11.0543,personal_errants,3,"less than 18",lower,1,0,student,1,19.1,0,1.9
car,11.0543,commuting,3,"less than 18",lower,1,0,student,1,19.1,0,1.9
pt,12.137,personal_errants,3,55-64,lower,1,1,employee,1,14.8,0.2,0
pt,21.3723,commuting,4,35-44,middle,0,1,employee,1,17.8,0,0
pt,11.9429,commuting,4,35-44,higher,1,1,employee,1,17.8,0,0
pt,0.946911,taking_bringing_persons,4,35-44,higher,1,1,employee,1,17.8,0,0
car,0.946911,commuting,4,"less than 18",lower,0,0,student,0,17.8,0,0
pt,21.0492,commuting,4,35-44,middle,0,1,employee,1,17.8,0,0
pt,0.930349,taking_bringing_persons,4,35-44,higher,1,1,employee,1,17.8,0,0
pt,0.930349,personal_errants,4,35-44,higher,1,1,employee,1,17.8,0,0
car,0.930349,commuting,4,"less than 18",lower,1,0,student,0,17.8,0,0
pt,23.4214,commuting,3,35-44,higher,1,1,employee,0,15,3.5,1.7
pt,13.0353,commuting,3,35-44,higher,0,1,employee,1,15,3.5,1.7
pt,10.0655,commuting,1,35-44,higher,0,1,student,1,16.2,0,3.1
pt,12.5946,commuting,1,25-34,higher,1,1,employee,1,16.2,0,3.1
pt,10.5139,commuting,4,35-44,higher,0,1,employee,1,17.8,0,0
pt,12.0144,commuting,4,45-54,lower,0,1,employee,1,17.8,0,0
pt,8.64278,commuting,4,45-54,lower,1,0,employee,0,17.8,0,0
pt,1.13057,commuting,4,"less than 18",lower,1,0,student,0,17.8,0,0
pt,14.3498,commuting,4,35-44,higher,0,1,employee,0,18.7,0,2.5
walk,2.63763,commuting,4,35-44,higher,1,1,employee,0,18.7,0,2.5
walk,2.63763,commuting,4,35-44,higher,1,1,employee,1,18.7,0,2.5
pt,14.3498,commuting,4,18-24,middle,1,1,student,0,18.7,0,2.5
pt,24.4575,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,10.2229,personal_errants,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,10.2229,commuting,4,55-64,middle,0,1,employee,1,18.7,0,2.5
pt,9.49671,other,4,45-54,higher,1,1,retired/pensioner,0,18.7,0,2.5
pt,11.3993,shopping,1,55-64,lower,0,1,employee,1,14.9,0,1.7
pt,12.3282,commuting,4,45-54,higher,0,1,employee,1,18.7,0,2.5
pt,19.5789,commuting,4,35-44,higher,1,1,employee,0,18.7,0,2.5
pt,5.68934,commuting,4,"less than 18",middle,1,0,student,0,18.7,0,2.5
pt,11.759,commuting,4,65-74,middle,0,1,employee,1,18.7,0,2.5
pt,6.06956,commuting,4,"less than 18",lower,1,0,student,0,18.7,0,2.5
pt,9.43446,commuting,4,45-54,middle,1,0,employee,0,18.7,0,2.5
pt,9.44591,other,4,18-24,middle,1,0,unemployed,0,18.7,0,2.5
pt,3.28458,taking_bringing_persons,4,35-44,lower,0,0,other,0,18.7,0,2.5
pt,7.28497,commuting,4,35-44,lower,1,1,employee,1,18.7,0,2.5
pt,5.91333,commuting,4,"less than 18",middle,1,0,student,0,18.7,0,2.5
pt,3.28458,commuting,4,"less than 18",lower,1,0,student,0,18.7,0,2.5
pt,115.969,commuting,4,35-44,lower,0,1,employee,1,18.7,0,2.5
car,115.969,commuting,4,35-44,lower,0,0,employee,0,18.7,0,2.5
pt,8.1217,commuting,2,25-34,higher,1,1,employee,1,18.8,0.2,1.1
pt,8.1217,commuting,2,35-44,middle,0,1,employee,1,18.8,0.2,1.1
pt,22.493,commuting,3,45-54,higher,1,1,employee,1,20.8,0.3,1.4
pt,25.4674,taking_bringing_persons,3,45-54,higher,1,1,employee,1,20.8,0.3,1.4
pt,10.8314,taking_bringing_persons,3,45-54,higher,1,1,employee,1,20.8,0.3,1.4
pt,0.982173,taking_bringing_persons,3,45-54,higher,1,1,employee,1,20.8,0.3,1.4
pt,10.8314,taking_bringing_persons,3,45-54,higher,0,1,employee,1,20.8,0.3,1.4
pt,12.0591,commuting,3,45-54,higher,0,1,employee,1,20.8,0.3,1.4
pt,5.88732,commuting,3,45-54,higher,0,1,employee,1,20.8,0.3,1.4
car,1.148,commuting,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
walk,1.148,commuting,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
walk,0.982173,other,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
car,0.982173,other,3,"less than 18",lower,0,0,student,0,20.8,0.3,1.4
pt,0.717736,taking_bringing_persons,4,25-34,higher,1,1,employee,1,21.7,28.9,0
pt,0.789791,taking_bringing_persons,4,25-34,higher,1,1,employee,1,21.7,28.9,0
pt,12.7851,commuting,4,25-34,higher,1,1,employee,1,21.7,28.9,0
pt,12.7851,taking_bringing_persons,4,25-34,higher,1,1,employee,1,21.7,28.9,0
pt,13.2944,commuting,4,35-44,higher,0,1,employee,1,21.7,28.9,0
pt,13.2944,commuting,4,35-44,higher,0,1,employee,0,21.7,28.9,0
pt,8.2092,commuting,4,35-44,middle,0,1,employee,1,18.7,0,2.5
pt,3.32591,taking_bringing_persons,4,35-44,higher,1,1,employee,0,18.7,0,2.5
walk,0.271779,taking_bringing_persons,4,35-44,higher,1,1,employee,0,18.7,0,2.5
walk,0.318376,commuting,4,35-44,higher,1,1,employee,0,18.7,0,2.5
walk,0.318376,taking_bringing_persons,4,35-44,higher,1,1,employee,0,18.7,0,2.5
pt,3.32591,commuting,4,"less than 18",lower,0,0,student,0,18.7,0,2.5
pt,8.47084,commuting,1,18-24,middle,1,1,student,1,19,5.6,0.8
pt,2.82727,commuting,1,"less than 18",middle,1,0,student,0,19,5.6,0.8
pt,3.42771,taking_bringing_persons,1,45-54,higher,0,1,employee,1,19,5.6,0.8
pt,1.62732,commuting,1,45-54,higher,0,1,employee,1,19,5.6,0.8
pt,1.62732,taking_bringing_persons,1,45-54,higher,0,1,employee,1,19,5.6,0.8
car,3.59244,commuting,1,"less than 18",lower,0,0,student,0,19,5.6,0.8
pt,12.4326,other,4,25-34,higher,1,1,other,1,20,0,1.1
pt,1.66185,taking_bringing_persons,4,25-34,higher,1,1,other,1,20,0,1.1
pt,14.9677,other,4,25-34,higher,1,1,other,1,20,0,1.1
pt,13.8214,personal_errants,4,25-34,higher,1,1,other,1,20,0,1.1
pt,13.8214,taking_bringing_persons,4,25-34,higher,1,1,other,1,20,0,1.1
pt,14.9677,taking_bringing_persons,4,25-34,higher,1,1,other,1,20,0,1.1
pt,1.58637,taking_bringing_persons,4,25-34,higher,1,1,other,1,20,0,1.1
pt,3.64529,taking_bringing_persons,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,4.24314,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,3.99641,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
car,5.75577,other,4,65-74,higher,0,1,retired/pensioner,1,20,0,1.1
car,5.75577,other,4,65-74,higher,1,1,retired/pensioner,1,20,0,1.1
pt,15.376,commuting,2,25-34,higher,1,1,employee,1,18.6,0.1,0
pt,18.9669,other,2,25-34,higher,1,1,employee,1,18.6,0.1,0
pt,8.94605,other,2,25-34,higher,1,1,employee,1,18.6,0.1,0
pt,11.6066,commuting,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,18.9991,commuting,4,35-44,middle,0,1,employee,0,20,0,1.1
pt,14.2482,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,16.9024,shopping,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,12.0579,other,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,10.8778,other,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,3.30304,commuting,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,2.33185,personal_errants,4,35-44,higher,1,1,employee,1,20,0,1.1
walk,0.359609,other,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,4.60817,other,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,21.5553,commuting,1,45-54,middle,1,1,employee,1,19,5.6,0.8
pt,3.82333,taking_bringing_persons,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,1.91239,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,4.71603,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
car,3.82333,commuting,4,"less than 18",lower,1,0,student,0,20,0,1.1
pt,3.82333,commuting,4,"less than 18",lower,1,0,student,0,20,0,1.1
pt,3.63848,taking_bringing_persons,4,25-34,higher,1,1,employee,1,20,0,1.1
pt,11.4412,commuting,4,25-34,higher,1,1,employee,1,20,0,1.1
pt,11.4412,taking_bringing_persons,4,25-34,higher,1,1,employee,1,20,0,1.1
car,3.63848,commuting,4,"less than 18",lower,0,0,student,0,20,0,1.1
car,4.13506,taking_bringing_persons,4,35-44,higher,0,1,employee,1,20,0,1.1
car,6.63112,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
car,4.87401,commuting,4,35-44,higher,0,1,employee,1,20,0,1.1
pt,10.1383,commuting,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,4.13506,taking_bringing_persons,4,35-44,higher,1,1,employee,1,20,0,1.1
car,4.13506,commuting,4,"less than 18",lower,0,0,student,0,20,0,1.1
pt,6.18402,commuting,2,35-44,higher,0,1,employee,1,18.6,0.1,0
pt,1.6686,taking_bringing_persons,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,5.43637,commuting,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,4.62895,shopping,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,5.58388,shopping,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,4.6277,shopping,4,35-44,higher,1,1,employee,1,20,0,1.1
pt,12.9974,commuting,4,35-44,middle,0,1,employee,1,20,0,1.1
pt,11.3742,taking_bringing_persons,4,35-44,middle,0,1,employee,1,20,0,1.1
pt,1.6686,taking_bringing_persons,4,35-44,middle,0,1,employee,1,20,0,1.1
pt,11.6141,commuting,2,35-44,higher,0,1,employee,1,18.6,0.1,0
pt,2.07089,other,2,35-44,higher,0,1,employee,1,18.6,0.1,0
pt,2.07089,commuting,2,35-44,higher,0,1,employee,1,18.6,0.1,0
pt,23.4545,commuting,2,35-44,higher,1,1,employee,1,18.6,0.1,0
pt,19.9703,other,2,35-44,higher,1,1,employee,1,18.6,0.1,0
pt,5.25291,other,2,35-44,higher,1,1,employee,1,18.6,0.1,0
pt,3.66841,taking_bringing_persons,1,35-44,higher,1,1,other,1,19,5.6,0.8
pt,2.05642,shopping,1,35-44,higher,1,1,other,1,19,5.6,0.8
pt,5.02378,personal_errants,1,35-44,higher,1,1,other,1,19,5.6,0.8
pt,22.5969,commuting,1,35-44,higher,0,1,employee,1,19,5.6,0.8
car,5.02378,personal_errants,1,35-44,higher,0,1,employee,1,19,5.6,0.8
pt,2.42268,shopping,1,35-44,higher,1,1,employee,1,19,5.6,0.8
pt,6.90189,taking_bringing_persons,1,35-44,higher,1,1,employee,1,19,5.6,0.8
pt,6.90189,taking_bringing_persons,1,35-44,higher,0,1,employee,1,19,5.6,0.8
pt,13.2631,commuting,1,35-44,higher,0,1,employee,1,19,5.6,0.8
pt,6.39481,commuting,1,35-44,higher,0,1,employee,1,19,5.6,0.8
pt,5.21447,taking_bringing_persons,1,35-44,middle,0,1,employee,1,19,5.6,0.8
pt,17.2559,commuting,1,35-44,middle,0,1,employee,1,19,5.6,0.8
pt,12.503,commuting,1,35-44,middle,0,1,employee,1,19,5.6,0.8
car,5.21447,commuting,1,"less than 18",lower,0,0,student,0,19,5.6,0.8
pt,5.7737,taking_bringing_persons,1,35-44,higher,0,1,employee,1,19,5.6,0.8
